Marca,Modelo,Valor,Ano,Combustivel,Automatico,Vendas
Alfa Romeo,156 TS/Sport/Elegant 2.0 16V,31099.0,2002,Gasolina,False,1402
Alfa Romeo,156 TS/Sport/Elegant 2.0 16V,29669.0,2001,Gasolina,False,1234
Alfa Romeo,156 TS/Sport/Elegant 2.0 16V,28749.0,2000,Gasolina,False,1255
Alfa Romeo,156 TS/Sport/Elegant 2.0 16V,25558.0,1999,Gasolina,False,1012
Alfa Romeo,164 3.0 V6,15191.0,1996,Gasolina,False,1150
Alfa Romeo,164 3.0 V6,14716.0,1995,Gasolina,False,1368
Alfa Romeo,164 3.0 V6,9240.0,1994,Gasolina,False,797
Alfa Romeo,164 3.0 V6,7940.0,1993,Gasolina,False,409
Alfa Romeo,164 3.0 V6,7073.0,1992,Gasolina,False,1888
Alfa Romeo,164 3.0 V6,6709.0,1991,Gasolina,False,1240
Alfa Romeo,164 Super V6 24V,16232.0,1996,Gasolina,False,1176
Alfa Romeo,164 Super V6 24V,15724.0,1995,Gasolina,False,1586
Alfa Romeo,166 3.0 V6 24V,46507.0,2003,Gasolina,False,1975
Alfa Romeo,166 3.0 V6 24V,45103.0,2002,Gasolina,False,1270
Alfa Romeo,166 3.0 V6 24V,43694.0,2001,Gasolina,False,722
Alfa Romeo,166 3.0 V6 24V,42367.0,2000,Gasolina,False,1068
Alfa Romeo,166 3.0 V6 24V,37133.0,1999,Gasolina,False,1625
Alfa Romeo,2300 TI/TI-4,7012.0,1986,Gasolina,False,1330
Alfa Romeo,2300 TI/TI-4,5397.0,1985,Gasolina,False,812
Alfa Romeo,Spider 2.0/3.0,73951.0,1997,Gasolina,False,2104
Alfa Romeo,Spider 2.0/3.0,69034.0,1996,Gasolina,False,1288
Alfa Romeo,Spider 2.0/3.0,41453.0,1995,Gasolina,False,1718
Alfa Romeo,Spider 2.0/3.0,18666.0,1993,Gasolina,False,1569
Alfa Romeo,Spider 2.0/3.0,16728.0,1992,Gasolina,False,2366
Alfa Romeo,Spider 2.0/3.0,13177.0,1991,Gasolina,False,792
AM Gen,Hummer Hard-Top 6.5 4x4 Diesel TB,320201.0,2000,Diesel,False,2183
AM Gen,Hummer Hard-Top 6.5 4x4 Diesel TB,275451.0,1999,Diesel,False,2551
AM Gen,Hummer Hard-Top 6.5 4x4 Diesel TB,251120.0,1998,Diesel,False,844
AM Gen,Hummer Open-Top 6.5 4x4 Diesel TB,301120.0,2000,Diesel,False,1023
AM Gen,Hummer Open-Top 6.5 4x4 Diesel TB,265521.0,1999,Diesel,False,2006
AM Gen,Hummer Open-Top 6.5 4x4 Diesel TB,215452.0,1998,Diesel,False,1768
AM Gen,Hummer Wagon 6.5 4x4 Diesel TB,365521.0,2000,Diesel,False,1643
AM Gen,Hummer Wagon 6.5 4x4 Diesel TB,295451.0,1999,Diesel,False,1493
AM Gen,Hummer Wagon 6.5 4x4 Diesel TB,265854.0,1998,Diesel,False,950
Asia Motors,AM-825 Luxo 4.0 Diesel,22864.0,1998,Diesel,False,2106
Asia Motors,AM-825 Luxo 4.0 Diesel,22154.0,1997,Diesel,False,2095
Asia Motors,AM-825 Luxo 4.0 Diesel,18938.0,1996,Diesel,False,785
Asia Motors,AM-825 Luxo 4.0 Diesel,18290.0,1995,Diesel,False,993
Asia Motors,AM-825 Luxo 4.0 Diesel,17108.0,1994,Diesel,False,1025
Asia Motors,AM-825 Super Luxo 4.0 Diesel,27619.0,1998,Diesel,False,1992
Asia Motors,AM-825 Super Luxo 4.0 Diesel,23138.0,1997,Diesel,False,2158
Asia Motors,AM-825 Super Luxo 4.0 Diesel,21650.0,1996,Diesel,False,1283
Asia Motors,AM-825 Super Luxo 4.0 Diesel,20051.0,1995,Diesel,False,47
Asia Motors,AM-825 Super Luxo 4.0 Diesel,19356.0,1994,Diesel,False,550
Asia Motors,Hi-Topic SLX/SDX/DLX Full Diesel,14871.0,1998,Diesel,False,1027
Asia Motors,Hi-Topic SLX/SDX/DLX Full Diesel,14224.0,1997,Diesel,False,1679
Asia Motors,Hi-Topic SLX/SDX/DLX Full Diesel,12616.0,1996,Diesel,False,1231
Asia Motors,Hi-Topic SLX/SDX/DLX Full Diesel,11847.0,1995,Diesel,False,1784
Asia Motors,Hi-Topic SLX/SDX/DLX Full Diesel,11191.0,1994,Diesel,False,1419
Asia Motors,Hi-Topic SLX/SDX/DLX Full Diesel,9541.0,1993,Diesel,False,1722
Asia Motors,Hi-Topic STD Diesel,13295.0,1998,Diesel,False,1928
Asia Motors,Hi-Topic STD Diesel,12813.0,1997,Diesel,False,2347
Asia Motors,Hi-Topic STD Diesel,12160.0,1996,Diesel,False,2105
Asia Motors,Hi-Topic STD Diesel,11782.0,1995,Diesel,False,1283
Asia Motors,Hi-Topic STD Diesel,10637.0,1994,Diesel,False,1607
Asia Motors,Hi-Topic STD Diesel,9378.0,1993,Diesel,False,2007
Asia Motors,Hi-Topic Van 2.7 Diesel (furgão),12207.0,1997,Diesel,False,1806
Asia Motors,Hi-Topic Van 2.7 Diesel (furgão),11829.0,1996,Diesel,False,1086
Asia Motors,Hi-Topic Van 2.7 Diesel (furgão),10986.0,1995,Diesel,False,1047
Asia Motors,Hi-Topic Van 2.7 Diesel (furgão),9001.0,1994,Diesel,False,738
Asia Motors,Jipe Rocsta GT 4x4 2.2 Diesel,19965.0,1995,Diesel,False,1696
Asia Motors,Jipe Rocsta GT 4x4 2.2 Diesel,18681.0,1994,Diesel,False,1784
Asia Motors,Topic Carga 2.7 Diesel (furgão),15419.0,1999,Diesel,False,703
Asia Motors,Topic Carga 2.7 Diesel (furgão),14450.0,1998,Diesel,False,1358
Asia Motors,Topic Carga 2.7 Diesel (furgão),13161.0,1997,Diesel,False,1885
Asia Motors,Topic Luxo Diesel,16167.0,1999,Diesel,False,1885
Asia Motors,Topic Luxo Diesel,14581.0,1998,Diesel,False,1915
Asia Motors,Topic Luxo Diesel,13130.0,1997,Diesel,False,1679
Asia Motors,Topic Super Luxo Diesel,17170.0,1999,Diesel,False,2022
Asia Motors,Topic Super Luxo Diesel,15223.0,1998,Diesel,False,1868
Asia Motors,Topic Super Luxo Diesel,14393.0,1997,Diesel,False,1986
Asia Motors,Topic Super Luxo Diesel,13947.0,1996,Diesel,False,1105
Asia Motors,Towner Coach Full,5818.0,1998,Gasolina,False,1231
Asia Motors,Towner Coach Full,5519.0,1997,Gasolina,False,1762
Asia Motors,Towner Coach Full,4907.0,1996,Gasolina,False,1858
Asia Motors,Towner Coach Full,4671.0,1995,Gasolina,False,787
Asia Motors,Towner Furgão,4887.0,1999,Gasolina,False,1310
Asia Motors,Towner Furgão,4291.0,1998,Gasolina,False,1108
Asia Motors,Towner Furgão,4107.0,1997,Gasolina,False,1697
Asia Motors,Towner Furgão,3960.0,1996,Gasolina,False,1378
Asia Motors,Towner Furgão,3498.0,1995,Gasolina,False,1336
Asia Motors,Towner Furgão,3156.0,1994,Gasolina,False,1319
Asia Motors,Towner Glass Van,4359.0,1998,Gasolina,False,987
Asia Motors,Towner Glass Van,4147.0,1997,Gasolina,False,743
Asia Motors,Towner Glass Van,4009.0,1996,Gasolina,False,808
Asia Motors,Towner Glass Van,3667.0,1995,Gasolina,False,951
Asia Motors,Towner Glass Van,3268.0,1994,Gasolina,False,650
Asia Motors,Towner Glass Van,3150.0,1993,Gasolina,False,2091
Asia Motors,Towner Luxo,5053.0,1999,Gasolina,False,1807
Asia Motors,Towner Luxo,4758.0,1998,Gasolina,False,1885
Asia Motors,Towner Luxo,4538.0,1997,Gasolina,False,1781
Asia Motors,Towner Multiuso 5p,3825.0,1999,Gasolina,False,1365
Asia Motors,Towner Multiuso 5p,3504.0,1998,Gasolina,False,1723
Asia Motors,Towner Multiuso 5p,3173.0,1997,Gasolina,False,1831
Asia Motors,Towner Panel Van,3290.0,1998,Gasolina,False,1454
Asia Motors,Towner Panel Van,3109.0,1997,Gasolina,False,1730
Asia Motors,Towner Panel Van,2896.0,1996,Gasolina,False,892
Asia Motors,Towner Panel Van,2753.0,1995,Gasolina,False,1912
Asia Motors,Towner Panel Van,2225.0,1994,Gasolina,False,2058
Asia Motors,Towner Pick-Up,4257.0,1999,Gasolina,False,1824
Asia Motors,Towner Pick-Up,4077.0,1998,Gasolina,False,1353
Asia Motors,Towner Pick-Up,3868.0,1997,Gasolina,False,1742
Asia Motors,Towner SDX / DLX/ STD,6638.0,1998,Gasolina,False,2403
Asia Motors,Towner SDX / DLX/ STD,6346.0,1997,Gasolina,False,2071
Asia Motors,Towner SDX / DLX/ STD,5910.0,1996,Gasolina,False,2371
Asia Motors,Towner SDX / DLX/ STD,5615.0,1995,Gasolina,False,2184
Asia Motors,Towner SDX / DLX/ STD,4576.0,1994,Gasolina,False,1434
Asia Motors,Towner SDX / DLX/ STD,4331.0,1993,Gasolina,False,1250
Asia Motors,Towner Super Luxo,6384.0,1999,Gasolina,False,1338
Asia Motors,Towner Super Luxo,6109.0,1998,Gasolina,False,1421
Asia Motors,Towner Super Luxo,5919.0,1997,Gasolina,False,2317
Asia Motors,Towner Truck,5577.0,1998,Gasolina,False,2042
Asia Motors,Towner Truck,5407.0,1997,Gasolina,False,1313
Asia Motors,Towner Truck,5238.0,1996,Gasolina,False,1672
Asia Motors,Towner Truck,4756.0,1995,Gasolina,False,1575
Asia Motors,Towner Truck,4168.0,1994,Gasolina,False,2100
Asia Motors,Towner Truck,3955.0,1993,Gasolina,False,1819
ASTON MARTIN,DB9 Coupe 6.0 V12 510cv,1239803.0,2016,Gasolina,False,978
ASTON MARTIN,DB9 Coupe 6.0 V12 510cv,901299.0,2014,Gasolina,False,1278
ASTON MARTIN,DB9 Volante 6.0 V12 470cv,442045.0,2011,Gasolina,False,1798
ASTON MARTIN,Rapide 6.0 V12 477cv,688288.0,2012,Gasolina,False,1611
ASTON MARTIN,Rapide 6.0 V12 477cv,512410.0,2011,Gasolina,False,1942
ASTON MARTIN,Rapide S 6.0 V12 550cv,1304763.0,2016,Gasolina,False,1490
ASTON MARTIN,Rapide S 6.0 V12 550cv,1065162.0,2014,Gasolina,False,2028
ASTON MARTIN,Vanquish V12 6.0 565cv,1689724.0,2016,Gasolina,False,1971
ASTON MARTIN,Vanquish V12 6.0 565cv,1342991.0,2014,Gasolina,False,863
ASTON MARTIN,Vantage 6.0 V12 510cv,479039.0,2012,Gasolina,False,1941
ASTON MARTIN,Vantage Coupe 4.7 V8 425cv,633426.0,2016,Gasolina,False,2171
ASTON MARTIN,Vantage Coupe 4.7 V8 425cv,538518.0,2014,Gasolina,False,1348
ASTON MARTIN,Vantage Coupe 4.7 V8 425cv,375632.0,2012,Gasolina,False,1752
ASTON MARTIN,Vantage Coupe 4.7 V8 425cv,336763.0,2011,Gasolina,False,1724
ASTON MARTIN,Vantage Roadster 4.7 V8 420cv,338606.0,2011,Gasolina,False,1023
ASTON MARTIN,Vantage Roadster 4.7 V8 420cv,312102.0,2010,Gasolina,False,1946
ASTON MARTIN,Vantage S 6.0 V12 565cv,1002611.0,2016,Gasolina,False,1174
ASTON MARTIN,Vantage S 6.0 V12 565cv,906500.0,2015,Gasolina,False,1669
ASTON MARTIN,Vantage S Coupe 4.7 V8 430cv,390218.0,2012,Gasolina,False,1113
ASTON MARTIN,Virage Coupe 6.0 V12 490cv,532117.0,2012,Gasolina,False,1412
Audi,100 2.8 V6,12308.0,1995,Gasolina,False,1420
Audi,100 2.8 V6,11637.0,1994,Gasolina,False,1022
Audi,100 2.8 V6,10431.0,1993,Gasolina,False,1605
Audi,100 2.8 V6 Avant,13748.0,1995,Gasolina,False,1893
Audi,100 2.8 V6 Avant,12346.0,1994,Gasolina,False,1748
Audi,100 S-4 2.2 Avant Turbo,18131.0,1995,Gasolina,False,1208
Audi,100 S-4 2.2 Avant Turbo,16377.0,1994,Gasolina,False,1705
Audi,80 2.0,13530.0,1995,Gasolina,False,1116
Audi,80 2.0,11215.0,1994,Gasolina,False,2168
Audi,80 2.0 Avant,14469.0,1995,Gasolina,False,2054
Audi,80 2.0 Avant,12580.0,1994,Gasolina,False,1261
Audi,80 2.6/ 2.8,16410.0,1995,Gasolina,False,1606
Audi,80 2.6/ 2.8,13944.0,1994,Gasolina,False,2384
Audi,80 2.6/2.8 Avant,17957.0,1996,Gasolina,False,1167
Audi,80 2.6/2.8 Avant,17358.0,1995,Gasolina,False,1496
Audi,80 2.6/2.8 Avant,16819.0,1994,Gasolina,False,1279
Audi,80 2.8 Cabriolet,51271.0,1999,Gasolina,False,2130
Audi,80 2.8 Cabriolet,48657.0,1998,Gasolina,False,1331
Audi,80 2.8 Cabriolet,47137.0,1997,Gasolina,False,921
Audi,80 2.8 Cabriolet,45713.0,1996,Gasolina,False,1019
Audi,80 2.8 Cabriolet,44309.0,1995,Gasolina,False,1469
Audi,80 2.8 Cabriolet,42708.0,1994,Gasolina,False,955
Audi,80 S2 Avant,18008.0,1995,Gasolina,False,847
Audi,80 S2 Avant,16287.0,1994,Gasolina,False,1846
Audi,A1 1.4 TFSI 122cv S-tronic 3p,63586.0,2014,Gasolina,False,1509
Audi,A1 1.4 TFSI 122cv S-tronic 3p,57881.0,2013,Gasolina,False,1867
Audi,A1 1.4 TFSI 122cv S-tronic 3p,53478.0,2012,Gasolina,False,1387
Audi,A1 1.4 TFSI 122cv S-tronic 3p,50116.0,2011,Gasolina,False,1923
Audi,A1 2.0 TFSI Quattro 256cv 3p,144378.0,2013,Gasolina,False,1588
Audi,A1 Sport 1.4 TFSI 185cv 3p S-tronic,72163.0,2014,Gasolina,False,551
Audi,A1 Sport 1.4 TFSI 185cv 3p S-tronic,69908.0,2013,Gasolina,False,2647
Audi,A1 Sport 1.4 TFSI 185cv 3p S-tronic,55200.0,2012,Gasolina,False,1586
Audi,A1 Sport. S Edition 1.4 TFSI 5p S-tronic,98541.0,2017,Gasolina,False,711
Audi,A1 Sport. S Edition 1.4 TFSI 5p S-tronic,82605.0,2016,Gasolina,False,1623
Audi,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,78380.0,2015,Gasolina,False,859
Audi,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,68311.0,2014,Gasolina,False,1386
Audi,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,65374.0,2013,Gasolina,False,1242
Audi,A1 Sportback 1.4 TFSI 5p S-tronic,101562.0,2018,Gasolina,False,1354
Audi,A1 Sportback 1.4 TFSI 5p S-tronic,98389.0,2017,Gasolina,False,1824
Audi,A1 Sportback 1.4 TFSI 5p S-tronic,77135.0,2016,Gasolina,False,1002
Audi,A1 Sportback 1.4 TFSI 5p S-tronic,74724.0,2015,Gasolina,False,687
Audi,A1 Sportback 1.4 TFSI 5p S-tronic,64744.0,2014,Gasolina,False,1477
Audi,A1 Sportback 1.4 TFSI 5p S-tronic,61737.0,2013,Gasolina,False,1682
Audi,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,140311.0,2018,Gasolina,False,718
Audi,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,100509.0,2017,Gasolina,False,1364
Audi,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,95536.0,2016,Gasolina,False,1558
Audi,A3 1.6 3p,17534.0,2003,Gasolina,False,1649
Audi,A3 1.6 3p,16990.0,2002,Gasolina,False,1061
Audi,A3 1.6 3p,16463.0,2001,Gasolina,False,1228
Audi,A3 1.6 3p,15389.0,2000,Gasolina,False,1727
Audi,A3 1.6 3p,14908.0,1999,Gasolina,False,3036
Audi,A3 1.6 3p Aut.,21305.0,2003,Gasolina,True,1054
Audi,A3 1.6 3p Aut.,20644.0,2002,Gasolina,True,720
Audi,A3 1.6 3p Aut.,17359.0,2001,Gasolina,True,1272
Audi,A3 1.6 3p Aut.,15834.0,2000,Gasolina,True,1877
Audi,A3 1.6 3p Aut.,15340.0,1999,Gasolina,True,1142
Audi,A3 1.6 5p,23743.0,2006,Gasolina,False,1560
Audi,A3 1.6 5p,23001.0,2005,Gasolina,False,1529
Audi,A3 1.6 5p,22304.0,2004,Gasolina,False,1149
Audi,A3 1.6 5p,21443.0,2003,Gasolina,False,1312
Audi,A3 1.6 5p,19804.0,2002,Gasolina,False,1807
Audi,A3 1.6 5p,17906.0,2001,Gasolina,False,2163
Audi,A3 1.6 5p,16370.0,2000,Gasolina,False,2015
Audi,A3 1.6 5p,15273.0,1999,Gasolina,False,1511
Audi,A3 1.6 5p Aut.,22364.0,2003,Gasolina,True,1284
Audi,A3 1.6 5p Aut.,21670.0,2002,Gasolina,True,1440
Audi,A3 1.6 5p Aut.,19417.0,2001,Gasolina,True,799
Audi,A3 1.6 5p Aut.,16652.0,2000,Gasolina,True,1159
Audi,A3 1.6 5p Aut.,15452.0,1999,Gasolina,True,1614
Audi,A3 1.6 8V 102cv 3p,27504.0,2007,Gasolina,False,1471
